"zzzzz40,4"
"zzzzz21,2"
"zzzzz32,3"
"zzzzz23,2"
"zzzzz44,4"
"zzzzz35,3"
"zzzzz46,4"
"zzzzz27,2"
"zzzzz48,4"
"zzzzz39,3"
"zzzzz310,3"
"zzzzz111,1"
"zzzzz312,3"
"zzzzz413,4"
"zzzzz214,2"
"zzzzz415,4"
"zzzzz316,3"
"zzzzz517,5"
"zzzzz218,2"
"zzzzz319,3"
"zzzzz220,2"
"zzzzz421,4"
"zzzzz222,2"
"zzzzz223,2"
"zzzzz224,2"
"zzzzz425,4"
"zzzzz226,2"
"zzzzz327,3"
"zzzzz428,4"
"zzzzz229,2"
"zzzzz230,2"
"zzzzz431,4"
"zzzzz432,4"
"zzzzz433,4"
"zzzzz534,5"
"zzzzz335,3"
"zzzzz336,3"
"zzzzz337,3"
"zzzzz438,4"
"zzzzz239,2"
"zzzzz540,5"
"zzzzz341,3"
"zzzzz442,4"
"zzzzz243,2"
"zzzzz244,2"
"zzzzz445,4"
"zzzzz446,4"
"zzzzz447,4"
"zzzzz448,4"
"zzzzz449,4"
"zzzzz450,4"
"zzzzz451,4"
"zzzzz252,2"
"zzzzz253,2"
"zzzzz454,4"
"zzzzz455,4"
"zzzzz356,3"
"zzzzz257,2"
"zzzzz458,4"
"zzzzz359,3"
"zzzzz460,4"
"zzzzz461,4"
"zzzzz462,4"
"zzzzz363,3"
"zzzzz464,4"
"zzzzz465,4"
"zzzzz166,1"
"zzzzz467,4"
"zzzzz268,2"
"zzzzz269,2"
"zzzzz470,4"
"zzzzz471,4"
"zzzzz372,3"
"zzzzz373,3"
"zzzzz174,1"
"zzzzz475,4"
"zzzzz376,3"
"zzzzz477,4"
"zzzzz478,4"
"zzzzz379,3"
"zzzzz480,4"
"zzzzz481,4"
"zzzzz282,2"
"zzzzz483,4"
"zzzzz484,4"
"zzzzz285,2"
"zzzzz486,4"
"zzzzz487,4"
"zzzzz488,4"
"zzzzz489,4"
"zzzzz490,4"
"zzzzz391,3"
"zzzzz392,3"
"zzzzz493,4"
"zzzzz494,4"
"zzzzz395,3"
"zzzzz296,2"
"zzzzz397,3"
"zzzzz298,2"
"zzzzz499,4"
"zzzzz3100,3"
"zzzzz3101,3"
"zzzzz2102,2"
"zzzzz2103,2"
"zzzzz3104,3"
"zzzzz4105,4"
"zzzzz2106,2"
"zzzzz3107,3"
"zzzzz2108,2"
"zzzzz4109,4"
"zzzzz2110,2"
"zzzzz4111,4"
"zzzzz4112,4"
"zzzzz3113,3"
"zzzzz4114,4"
"zzzzz4115,4"
"zzzzz2116,2"
"zzzzz1117,1"
"zzzzz3118,3"
"zzzzz2119,2"
"zzzzz3120,3"
"zzzzz4121,4"
"zzzzz4122,4"
"zzzzz4123,4"
"zzzzz3124,3"
"zzzzz3125,3"
"zzzzz3126,3"
"zzzzz4127,4"
"zzzzz4128,4"
"zzzzz3129,3"
"zzzzz4130,4"
"zzzzz1131,1"
"zzzzz4132,4"
"zzzzz3133,3"
"zzzzz4134,4"
"zzzzz4135,4"
"zzzzz4136,4"
"zzzzz3137,3"
"zzzzz3138,3"
"zzzzz4139,4"
"zzzzz5140,5"
"zzzzz4141,4"
"zzzzz4142,4"
"zzzzz2143,2"
"zzzzz4144,4"
"zzzzz3145,3"
"zzzzz4146,4"
"zzzzz3147,3"
"zzzzz3148,3"
"zzzzz3149,3"
"zzzzz3150,3"
"zzzzz3151,3"
"zzzzz5152,5"
"zzzzz4153,4"
"zzzzz4154,4"
"zzzzz3155,3"
"zzzzz2156,2"
"zzzzz4157,4"
"zzzzz3158,3"
"zzzzz1159,1"
"zzzzz4160,4"
"zzzzz3161,3"
"zzzzz4162,4"
"zzzzz3163,3"
"zzzzz2164,2"
"zzzzz3165,3"
"zzzzz1166,1"
"zzzzz3167,3"
"zzzzz4168,4"
"zzzzz4169,4"
"zzzzz4170,4"
"zzzzz2171,2"
"zzzzz3172,3"
"zzzzz4173,4"
"zzzzz3174,3"
"zzzzz3175,3"
"zzzzz3176,3"
"zzzzz3177,3"
"zzzzz4178,4"
"zzzzz4179,4"
"zzzzz4180,4"
"zzzzz4181,4"
"zzzzz4182,4"
"zzzzz3183,3"
"zzzzz5184,5"
"zzzzz4185,4"
"zzzzz2186,2"
"zzzzz3187,3"
"zzzzz4188,4"
"zzzzz4189,4"
"zzzzz4190,4"
"zzzzz4191,4"
"zzzzz4192,4"
"zzzzz4193,4"
"zzzzz2194,2"
"zzzzz5195,5"
"zzzzz3196,3"
"zzzzz4197,4"
"zzzzz3198,3"
"zzzzz3199,3"
"zzzzz4200,4"
"zzzzz4201,4"
"zzzzz2202,2"
"zzzzz4203,4"
"zzzzz4204,4"
"zzzzz2205,2"
"zzzzz3206,3"
"zzzzz3207,3"
"zzzzz2208,2"
"zzzzz4209,4"
"zzzzz3210,3"
"zzzzz3211,3"
"zzzzz2212,2"
"zzzzz3213,3"
"zzzzz3214,3"
"zzzzz4215,4"
"zzzzz2216,2"
"zzzzz2217,2"
"zzzzz3218,3"
"zzzzz3219,3"
"zzzzz1220,1"
"zzzzz4221,4"
"zzzzz3222,3"
"zzzzz2223,2"
"zzzzz3224,3"
"zzzzz3225,3"
"zzzzz3226,3"
"zzzzz3227,3"
"zzzzz4228,4"
"zzzzz4229,4"
"zzzzz3230,3"
"zzzzz5231,5"
"zzzzz4232,4"
"zzzzz3233,3"
"zzzzz1234,1"
"zzzzz3235,3"
"zzzzz2236,2"
"zzzzz2237,2"
"zzzzz4238,4"
"zzzzz2239,2"
"zzzzz3240,3"
"zzzzz3241,3"
"zzzzz3242,3"
"zzzzz4243,4"
"zzzzz3244,3"
"zzzzz2245,2"
"zzzzz2246,2"
"zzzzz4247,4"
"zzzzz3248,3"
"zzzzz4249,4"
"zzzzz3250,3"
"zzzzz3251,3"
"zzzzz4252,4"
"zzzzz4253,4"
"zzzzz3254,3"
"zzzzz3255,3"
"zzzzz3256,3"
"zzzzz5257,5"
"zzzzz1258,1"
"zzzzz4259,4"
"zzzzz4260,4"
"zzzzz4261,4"
"zzzzz4262,4"
"zzzzz3263,3"
"zzzzz3264,3"
"zzzzz3265,3"
"zzzzz3266,3"
"zzzzz1267,1"
"zzzzz5268,5"
"zzzzz4269,4"
"zzzzz3270,3"
"zzzzz2271,2"
"zzzzz1272,1"
"zzzzz4273,4"
"zzzzz4274,4"
"zzzzz4275,4"
"zzzzz3276,3"
"zzzzz3277,3"
"zzzzz3278,3"
"zzzzz2279,2"
"zzzzz4280,4"
"zzzzz2281,2"
"zzzzz3282,3"
"zzzzz4283,4"
"zzzzz3284,3"
"zzzzz4285,4"
"zzzzz3286,3"
"zzzzz4287,4"
"zzzzz3288,3"
"zzzzz4289,4"
"zzzzz3290,3"
"zzzzz4291,4"
"zzzzz2292,2"
"zzzzz2293,2"
"zzzzz4294,4"
"zzzzz3295,3"
"zzzzz2296,2"
"zzzzz2297,2"
"zzzzz3298,3"
"zzzzz3299,3"
"zzzzz3300,3"
"zzzzz3301,3"
"zzzzz3302,3"
"zzzzz3303,3"
"zzzzz2304,2"
"zzzzz4305,4"
"zzzzz4306,4"
"zzzzz4307,4"
"zzzzz3308,3"
"zzzzz2309,2"
"zzzzz2310,2"
"zzzzz4311,4"
"zzzzz4312,4"
"zzzzz4313,4"
"zzzzz4314,4"
"zzzzz4315,4"
"zzzzz4316,4"
"zzzzz5317,5"
"zzzzz4318,4"
"zzzzz2319,2"
"zzzzz3320,3"
"zzzzz3321,3"
"zzzzz4322,4"
"zzzzz3323,3"
"zzzzz4324,4"
"zzzzz2325,2"
"zzzzz3326,3"
"zzzzz5327,5"
"zzzzz5328,5"
"zzzzz4329,4"
"zzzzz3330,3"
"zzzzz3331,3"
"zzzzz4332,4"
"zzzzz3333,3"
"zzzzz3334,3"
"zzzzz4335,4"
"zzzzz4336,4"
"zzzzz3337,3"
"zzzzz3338,3"
"zzzzz3339,3"
"zzzzz4340,4"
"zzzzz4341,4"
"zzzzz4342,4"
"zzzzz3343,3"
"zzzzz4344,4"
"zzzzz3345,3"
"zzzzz2346,2"
"zzzzz4347,4"
"zzzzz2348,2"
"zzzzz3349,3"
"zzzzz2350,2"
"zzzzz3351,3"
"zzzzz2352,2"
"zzzzz3353,3"
"zzzzz2354,2"
"zzzzz4355,4"
"zzzzz4356,4"
"zzzzz4357,4"
"zzzzz4358,4"
"zzzzz4359,4"
"zzzzz3360,3"
"zzzzz4361,4"
"zzzzz4362,4"
"zzzzz4363,4"
"zzzzz4364,4"
"zzzzz4365,4"
"zzzzz4366,4"
"zzzzz3367,3"
"zzzzz3368,3"
"zzzzz1369,1"
"zzzzz4370,4"
"zzzzz4371,4"
"zzzzz3372,3"
"zzzzz4373,4"
"zzzzz2374,2"
"zzzzz3375,3"
"zzzzz3376,3"
"zzzzz3377,3"
"zzzzz4378,4"
"zzzzz3379,3"
"zzzzz2380,2"
"zzzzz2381,2"
"zzzzz4382,4"
"zzzzz4383,4"
"zzzzz4384,4"
"zzzzz2385,2"
"zzzzz5386,5"
"zzzzz3387,3"
"zzzzz1388,1"
"zzzzz2389,2"
"zzzzz4390,4"
"zzzzz3391,3"
"zzzzz4392,4"
"zzzzz4393,4"
"zzzzz4394,4"
"zzzzz4395,4"
"zzzzz3396,3"
"zzzzz3397,3"
"zzzzz4398,4"
"zzzzz4399,4"
"zzzzz3400,3"
"zzzzz1401,1"
"zzzzz4402,4"
"zzzzz3403,3"
"zzzzz1404,1"
"zzzzz4405,4"
"zzzzz4406,4"
"zzzzz4407,4"
"zzzzz3408,3"
"zzzzz4409,4"
"zzzzz4410,4"
"zzzzz3411,3"
"zzzzz1412,1"
"zzzzz3413,3"
"zzzzz2414,2"
"zzzzz4415,4"
"zzzzz3416,3"
"zzzzz3417,3"
"zzzzz4418,4"
"zzzzz2419,2"
"zzzzz4420,4"
"zzzzz3421,3"
"zzzzz4422,4"
"zzzzz4423,4"
"zzzzz4424,4"
"zzzzz3425,3"
"zzzzz3426,3"
"zzzzz3427,3"
"zzzzz3428,3"
"zzzzz3429,3"
"zzzzz4430,4"
"zzzzz3431,3"
"zzzzz4432,4"
"zzzzz4433,4"
"zzzzz3434,3"
"zzzzz1435,1"
"zzzzz5436,5"
"zzzzz4437,4"
"zzzzz3438,3"
"zzzzz4439,4"
"zzzzz2440,2"
"zzzzz5441,5"
"zzzzz3442,3"
"zzzzz4443,4"
"zzzzz2444,2"
"zzzzz2445,2"
"zzzzz4446,4"
"zzzzz3447,3"
"zzzzz2448,2"
"zzzzz4449,4"
"zzzzz3450,3"
"zzzzz4451,4"
"zzzzz2452,2"
"zzzzz3453,3"
"zzzzz4454,4"
"zzzzz4455,4"
"zzzzz4456,4"
"zzzzz4457,4"
"zzzzz3458,3"
"zzzzz4459,4"
"zzzzz4460,4"
"zzzzz2461,2"
"zzzzz3462,3"
"zzzzz4463,4"
"zzzzz4464,4"
"zzzzz4465,4"
"zzzzz3466,3"
"zzzzz3467,3"
"zzzzz4468,4"
"zzzzz4469,4"
"zzzzz5470,5"
"zzzzz3471,3"
"zzzzz3472,3"
"zzzzz4473,4"
"zzzzz2474,2"
"zzzzz3475,3"
"zzzzz4476,4"
"zzzzz4477,4"
"zzzzz4478,4"
"zzzzz4479,4"
"zzzzz3480,3"
"zzzzz4481,4"
"zzzzz1482,1"
"zzzzz4483,4"
"zzzzz2484,2"
"zzzzz3485,3"
"zzzzz2486,2"
"zzzzz5487,5"
"zzzzz1488,1"
"zzzzz4489,4"
"zzzzz1490,1"
"zzzzz3491,3"
"zzzzz4492,4"
"zzzzz4493,4"
"zzzzz3494,3"
"zzzzz3495,3"
"zzzzz4496,4"
"zzzzz3497,3"
"zzzzz4498,4"
"zzzzz3499,3"
"zzzzz4500,4"
"zzzzz3501,3"
"zzzzz3502,3"
"zzzzz3503,3"
"zzzzz3504,3"
"zzzzz3505,3"
"zzzzz4506,4"
"zzzzz4507,4"
"zzzzz3508,3"
"zzzzz3509,3"
"zzzzz4510,4"
"zzzzz4511,4"
"zzzzz4512,4"
"zzzzz3513,3"
"zzzzz1514,1"
"zzzzz3515,3"
"zzzzz2516,2"
"zzzzz2517,2"
"zzzzz3518,3"
"zzzzz3519,3"
"zzzzz4520,4"
"zzzzz3521,3"
"zzzzz3522,3"
"zzzzz4523,4"
